"mreference","class_field","subclass","event","eventnumberinyear","speciesscientific","speciescommon","datefound","datecertainty","latitudewgs84","longitudewgs84","sex","length","lengthuncertain","conditionfound","examinationlevel","Year","Source","DateFound","Month","Day"
"M105/11","Cetacean","Harbour porpoise","Single",105,"Phocoena phocoena","Harbour porpoise","2011-05-24","Exact",55.56813812,-4.658015728,"U",45,FALSE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-05-24,"05","24"
"M109/11","Cetacean","Harbour porpoise","Single",109,"Phocoena phocoena","Harbour porpoise","2011-05-30","Exact",60.13473511,-1.303299904,"U",75,FALSE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-05-30,"05","30"
"M113/11","Cetacean","Harbour porpoise","Single",113,"Phocoena phocoena","Harbour porpoise","2011-06-04","Exact",58.64933777,-3.285431862,"U",80,TRUE,"moderate decomposition (code 3)","not necropsied","2011","Modern",2011-06-04,"06","04"
"M120/11","Cetacean","Harbour porpoise","Single",120,"Phocoena phocoena","Harbour porpoise","2011-06-10","Exact",57.67379379,-2.987467766,"U",121,TRUE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-06-10,"06","10"
"M121/11","Cetacean","Harbour porpoise","Single",121,"Phocoena phocoena","Harbour porpoise","2011-06-10","Exact",57.32551193,-1.970065475,"U",60,TRUE,"unknown","not necropsied","2011","Modern",2011-06-10,"06","10"
"M123/11","Cetacean","Harbour porpoise","Single",123,"Phocoena phocoena","Harbour porpoise","2011-06-10","Exact",58.89409637,-2.916186571,"M",152,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-06-10,"06","10"
"M284/11","Cetacean","Harbour porpoise","Single",284,"Phocoena phocoena","Harbour porpoise","2011-06-12","Exact",58.94442749,-3.235559464,"U",130,TRUE,"moderate decomposition (code 3)","not necropsied","2011","Modern",2011-06-12,"06","12"
"M283/11","Cetacean","Harbour porpoise","Single",283,"Phocoena phocoena","Harbour porpoise","2011-06-13","Exact",56.48823929,-6.976438522,"U",60,TRUE,"Slight decomposition (code 2b)","not necropsied","2011","Modern",2011-06-13,"06","13"
"M125/11","Cetacean","Harbour porpoise","Single",125,"Phocoena phocoena","Harbour porpoise","2011-06-14","Exact",54.94423294,-4.446445942,"U",NA,TRUE,"unknown","not necropsied","2011","Modern",2011-06-14,"06","14"
"M133/11","Cetacean","Harbour porpoise","Single",133,"Phocoena phocoena","Harbour porpoise","2011-06-23","Exact",57.68768311,-3.494407892,"U",NA,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2011","Modern",2011-06-23,"06","23"
"M134/11","Cetacean","Harbour porpoise","Single",134,"Phocoena phocoena","Harbour porpoise","2011-06-25","Exact",57.58621216,-4.119252682,"U",80,TRUE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-06-25,"06","25"
"M144.1/11","Cetacean","Harbour porpoise","Multiple",144,"Phocoena phocoena","Harbour porpoise","2011-07-06","Unknown",56.6444397,-2.507083654,"U",NA,TRUE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-07-06,"07","06"
"M144.2/11","Cetacean","Harbour porpoise","Multiple",144,"Phocoena phocoena","Harbour porpoise","2011-07-06","Unknown",56.6444397,-2.507083654,"U",NA,TRUE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-07-06,"07","06"
"M149/11","Cetacean","Harbour porpoise","Single",149,"Phocoena phocoena","Harbour porpoise","2011-07-07","Exact",57.06137466,-2.107132435,"U",NA,TRUE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-07-07,"07","07"
"M383/11","Cetacean","Harbour porpoise","Single",383,"Phocoena phocoena","Harbour porpoise","2011-07-09","Exact",54.87850952,-3.653670073,"U",150,TRUE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-07-09,"07","09"
"M148/11","Cetacean","Harbour porpoise","Single",148,"Phocoena phocoena","Harbour porpoise","2011-07-13","Exact",56.33668137,-2.776350021,"U",120,TRUE,"moderate decomposition (code 3)","not necropsied","2011","Modern",2011-07-13,"07","13"
"M175/11","Cetacean","Harbour porpoise","Single",175,"Phocoena phocoena","Harbour porpoise","2011-07-23","Exact",57.58822632,-3.878448248,"U",100,TRUE,"unknown","not necropsied","2011","Modern",2011-07-23,"07","23"
"M169/11","Cetacean","Harbour porpoise","Single",169,"Phocoena phocoena","Harbour porpoise","2011-07-25","Exact",56.62860489,-6.061461926,"U",100,TRUE,"freshly dead-slight decomposition (code 2a-2b)","sampled","2011","Modern",2011-07-25,"07","25"
"M178/11","Cetacean","Harbour porpoise","Single",178,"Phocoena phocoena","Harbour porpoise","2011-07-26","Exact",56.7751236,-2.392664909,"U",150,TRUE,"indeterminate (code 5)","not necropsied","2011","Modern",2011-07-26,"07","26"
"M190.1/11","Cetacean","Harbour porpoise","Single",190,"Phocoena phocoena","Harbour porpoise","2011-08-03","Exact",57.41615677,-1.850138068,"U",NA,TRUE,"moderate-advanced decomposition (code 3-4)","not necropsied","2011","Modern",2011-08-03,"08","03"
"M203/11","Cetacean","Harbour porpoise","Single",203,"Phocoena phocoena","Harbour porpoise","2011-08-12","Exact",56.92350769,-7.536277294,"U",182,FALSE,"moderate-advanced decomposition (code 3-4)","not necropsied","2011","Modern",2011-08-12,"08","12"
"M201/11","Cetacean","Harbour porpoise","Single",201,"Phocoena phocoena","Harbour porpoise","2011-08-14","Exact",57.5359993,-4.112987041,"U",NA,TRUE,"indeterminate (code 5)","not necropsied","2011","Modern",2011-08-14,"08","14"
"M207/11","Cetacean","Harbour porpoise","Single",207,"Phocoena phocoena","Harbour porpoise","2011-08-16","Exact",56.21124268,-2.7190063,"U",91,TRUE,"indeterminate (code 5)","not necropsied","2011","Modern",2011-08-16,"08","16"
"M392/11","Cetacean","Harbour porpoise","Single",392,"Phocoena phocoena","Harbour porpoise","2011-08-30","Exact",59.04936981,-3.340435743,"U",153,FALSE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-08-30,"08","30"
"M277/11","Cetacean","Harbour porpoise","Single",277,"Phocoena phocoena","Harbour porpoise","2011-08-31","Exact",56.51792908,-6.885940552,"U",152,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2011","Modern",2011-08-31,"08","31"
"M237/11","Cetacean","Harbour porpoise","Single",237,"Phocoena phocoena","Harbour porpoise","2011-09-12","Exact",55.50119781,-5.336130142,"U",120,TRUE,"Slight decomposition (code 2b)","not necropsied","2011","Modern",2011-09-12,"09","12"
"M257/11","Cetacean","Harbour porpoise","Single",257,"Phocoena phocoena","Harbour porpoise","2011-10-11","Exact",55.67425537,-5.667487144,"U",NA,TRUE,"unknown","not necropsied","2011","Modern",2011-10-11,"10","11"
"M258/11","Cetacean","Harbour porpoise","Single",258,"Phocoena phocoena","Harbour porpoise","2011-10-12","Exact",56.75524521,-2.426815987,"U",121,TRUE,"moderate decomposition (code 3)","not necropsied","2011","Modern",2011-10-12,"10","12"
"M266/11","Cetacean","Harbour porpoise","Single",266,"Phocoena phocoena","Harbour porpoise","2011-10-16","Exact",56.02536774,-5.302566051,"U",NA,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2011","Modern",2011-10-16,"10","16"
"M270/11","Cetacean","Harbour porpoise","Single",270,"Phocoena phocoena","Harbour porpoise","2011-10-18","Exact",56.19409943,-2.870165348,"U",80,TRUE,"unknown","not necropsied","2011","Modern",2011-10-18,"10","18"
"M311/11","Cetacean","Harbour porpoise","Single",311,"Phocoena phocoena","Harbour porpoise","2011-11-12","Exact",57.24017334,-2.043040514,"U",140,TRUE,"advanced decomposition (code 4)","not necropsied","2011","Modern",2011-11-12,"11","12"
"M306/11","Cetacean","Harbour porpoise","Single",306,"Phocoena phocoena","Harbour porpoise","2011-11-14","Exact",56.35266495,-2.807428598,"M",114,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-11-14,"11","14"
"M321/11","Cetacean","Harbour porpoise","Single",321,"Phocoena phocoena","Harbour porpoise","2011-11-15","Exact",57.32371521,-1.971729398,"F",138,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-11-15,"11","15"
"M325/11","Cetacean","Harbour porpoise","Single",325,"Phocoena phocoena","Harbour porpoise","2011-11-16","Exact",55.75550079,-5.029408455,"U",91,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2011","Modern",2011-11-16,"11","16"
"M331/11","Cetacean","Harbour porpoise","Single",331,"Phocoena phocoena","Harbour porpoise","2011-11-18","Exact",56.2111702,-2.731894016,"F",106,FALSE,"Slight decomposition (code 2b)","necropsied","2011","Modern",2011-11-18,"11","18"
"M333/11","Cetacean","Harbour porpoise","Single",333,"Phocoena phocoena","Harbour porpoise","2011-11-20","Exact",55.54801178,-5.094282627,"U",152,TRUE,"moderate decomposition (code 3)","not necropsied","2011","Modern",2011-11-20,"11","20"
"M390/11","Cetacean","Harbour porpoise","Single",390,"Phocoena phocoena","Harbour porpoise","2011-12-15","Exact",58.96280289,-2.977130413,"U",127,FALSE,"Slight decomposition (code 2b)","not necropsied","2011","Modern",2011-12-15,"12","15"
"M372/11","Cetacean","Harbour porpoise","Single",372,"Phocoena phocoena","Harbour porpoise","2011-12-16","Exact",58.96191788,-2.975354433,"M",117,TRUE,"freshly dead- died on beach (code 2a)","necropsied","2011","Modern",2011-12-16,"12","16"
"M1/12","Cetacean","Harbour porpoise","Single",1,"Phocoena phocoena","Harbour porpoise","2012-01-04","Exact",57.67641068,-3.104923964,"M",141,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-01-04,"01","04"
"M3/12","Cetacean","Harbour porpoise","Single",3,"Phocoena phocoena","Harbour porpoise","2012-01-05","Exact",56.3580246,-2.810773373,"F",116,FALSE,"Slight decomposition (code 2b)","necropsied","2012","Modern",2012-01-05,"01","05"
"M34/12","Cetacean","Harbour porpoise","Single",34,"Phocoena phocoena","Harbour porpoise","2012-02-02","Exact",56.5369873,-2.625984192,"M",116,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-02-02,"02","02"
"M37/12","Cetacean","Harbour porpoise","Single",37,"Phocoena phocoena","Harbour porpoise","2012-02-05","Exact",56.59049225,-2.517769337,"M",127,FALSE,"Slight decomposition (code 2b)","necropsied","2012","Modern",2012-02-05,"02","05"
"M39/12","Cetacean","Harbour porpoise","Single",39,"Phocoena phocoena","Harbour porpoise","2012-02-06","Exact",56.50798035,-2.675862551,"U",152,TRUE,"Slight decomposition (code 2b)","not necropsied","2012","Modern",2012-02-06,"02","06"
"M43/12","Cetacean","Harbour porpoise","Single",43,"Phocoena phocoena","Harbour porpoise","2012-02-09","Exact",56.77239609,-2.40246129,"F",90,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-02-09,"02","09"
"M49/12","Cetacean","Harbour porpoise","Single",49,"Phocoena phocoena","Harbour porpoise","2012-02-15","Exact",56.77239609,-2.40246129,"U",120,TRUE,"moderate decomposition (code 3)","not necropsied","2012","Modern",2012-02-15,"02","15"
"M51/12","Cetacean","Harbour porpoise","Single",51,"Phocoena phocoena","Harbour porpoise","2012-02-16","Exact",56.55057907,-2.603429556,"M",141,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-02-16,"02","16"
"M54/12","Cetacean","Harbour porpoise","Single",54,"Phocoena phocoena","Harbour porpoise","2012-02-21","Exact",56.06302643,-3.182000875,"U",121,TRUE,"moderate decomposition (code 3)","not necropsied","2012","Modern",2012-02-21,"02","21"
"M60/12","Cetacean","Harbour porpoise","Single",60,"Phocoena phocoena","Harbour porpoise","2012-02-25","Exact",57.44442749,-7.396305561,"U",152,FALSE,"moderate decomposition (code 3)","sampled","2012","Modern",2012-02-25,"02","25"
"M56/12","Cetacean","Harbour porpoise","Single",56,"Phocoena phocoena","Harbour porpoise","2012-02-26","Exact",56.63817215,-2.503736019,"M",117,FALSE,"Slight decomposition (code 2b)","necropsied","2012","Modern",2012-02-26,"02","26"
"M62/12B","Cetacean","Harbour porpoise","Multiple",62,"Phocoena phocoena","Harbour porpoise","2012-02-28","Exact",56.01679611,-3.613738775,"F",111,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-02-28,"02","28"
"M62/12A","Cetacean","Harbour porpoise","Multiple",62,"Phocoena phocoena","Harbour porpoise","2012-02-28","Exact",56.01679611,-3.613738775,"M",108,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-02-28,"02","28"
"M68/12","Cetacean","Harbour porpoise","Single",68,"Phocoena phocoena","Harbour porpoise","2012-03-05","Exact",56.5433197,-2.617955685,"F",120,FALSE,"moderate decomposition (code 3)","necropsied","2012","Modern",2012-03-05,"03","05"
"M70/12","Cetacean","Harbour porpoise","Single",70,"Phocoena phocoena","Harbour porpoise","2012-03-05","Exact",60.13994598,-1.123134732,"U",137,FALSE,"advanced decomposition (code 4)","not necropsied","2012","Modern",2012-03-05,"03","05"
"M74/12","Cetacean","Harbour porpoise","Single",74,"Phocoena phocoena","Harbour porpoise","2012-03-09","Exact",56.19322205,-2.866923571,"F",119,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-03-09,"03","09"
"M75/12","Cetacean","Harbour porpoise","Single",75,"Phocoena phocoena","Harbour porpoise","2012-03-09","Exact",56.77148819,-2.404081821,"U",120,TRUE,"moderate decomposition (code 3)","not necropsied","2012","Modern",2012-03-09,"03","09"
"M76/12","Cetacean","Harbour porpoise","Single",76,"Phocoena phocoena","Harbour porpoise","2012-03-09","Exact",56.77148819,-2.404081821,"U",120,TRUE,"advanced decomposition (code 4)","not necropsied","2012","Modern",2012-03-09,"03","09"
"M80/12","Cetacean","Harbour porpoise","Single",80,"Phocoena phocoena","Harbour porpoise","2012-03-13","Exact",57.30037308,-1.994992137,"M",102,FALSE,"Slight decomposition (code 2b)","necropsied","2012","Modern",2012-03-13,"03","13"
"M84/12","Cetacean","Harbour porpoise","Single",84,"Phocoena phocoena","Harbour porpoise","2012-03-20","Exact",56.4379921,-5.468121529,"M",128,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-03-20,"03","20"
"M85/12","Cetacean","Harbour porpoise","Single",85,"Phocoena phocoena","Harbour porpoise","2012-03-22","Exact",56.03968048,-2.85224247,"M",156,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-03-22,"03","22"
"M89/12","Cetacean","Harbour porpoise","Single",89,"Phocoena phocoena","Harbour porpoise","2012-03-24","Exact",55.99365616,-3.372271776,"M",117,FALSE,"Slight decomposition (code 2b)","necropsied","2012","Modern",2012-03-24,"03","24"
"M87/12","Cetacean","Harbour porpoise","Single",87,"Phocoena phocoena","Harbour porpoise","2012-03-26","Exact",56.01589966,-3.613708496,"M",101,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-03-26,"03","26"
"M90/12","Cetacean","Harbour porpoise","Single",90,"Phocoena phocoena","Harbour porpoise","2012-03-28","Exact",56.05634308,-3.221947908,"F",115,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-03-28,"03","28"
"M96/12","Cetacean","Harbour porpoise","Single",96,"Phocoena phocoena","Harbour porpoise","2012-03-29","Exact",56.05062103,-2.828397512,"U",NA,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2012","Modern",2012-03-29,"03","29"
"M91/12","Cetacean","Harbour porpoise","Single",91,"Phocoena phocoena","Harbour porpoise","2012-03-31","Exact",57.7118187,-3.42658639,"M",133,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-03-31,"03","31"
"M92/12","Cetacean","Harbour porpoise","Single",92,"Phocoena phocoena","Harbour porpoise","2012-04-01","Exact",55.98992157,-3.384972811,"F",119,FALSE,"Slight decomposition (code 2b)","necropsied","2012","Modern",2012-04-01,"04","01"
"M95/12","Cetacean","Harbour porpoise","Single",95,"Phocoena phocoena","Harbour porpoise","2012-04-02","Exact",56.21156311,-2.939894199,"F",110,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-04-02,"04","02"
"M101/12","Cetacean","Harbour porpoise","Single",101,"Phocoena phocoena","Harbour porpoise","2012-04-02","Exact",57.15661621,-2.079316616,"M",122,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-04-02,"04","02"
"M103/12","Cetacean","Harbour porpoise","Single",103,"Phocoena phocoena","Harbour porpoise","2012-04-05","Exact",56.54982758,-6.759756565,"U",NA,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2012","Modern",2012-04-05,"04","05"
"M102/12","Cetacean","Harbour porpoise","Single",102,"Phocoena phocoena","Harbour porpoise","2012-04-09","Exact",56.20318985,-2.976756334,"M",115,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-04-09,"04","09"
"M108/12","Cetacean","Harbour porpoise","Single",108,"Phocoena phocoena","Harbour porpoise","2012-04-13","Exact",55.65259171,-5.67022419,"U",NA,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2012","Modern",2012-04-13,"04","13"
"M107/12","Cetacean","Harbour porpoise","Single",107,"Phocoena phocoena","Harbour porpoise","2012-04-13","Exact",57.70024872,-3.494932413,"M",147,FALSE,"moderate decomposition (code 3)","necropsied","2012","Modern",2012-04-13,"04","13"
"M109/12","Cetacean","Harbour porpoise","Single",109,"Phocoena phocoena","Harbour porpoise","2012-04-15","Exact",57.51089478,-4.363655567,"M",108,FALSE,"freshly dead- died on beach (code 2a)","necropsied","2012","Modern",2012-04-15,"04","15"
"M110/12","Cetacean","Harbour porpoise","Single",110,"Phocoena phocoena","Harbour porpoise","2012-04-16","Exact",57.66296005,-3.605707645,"F",104,FALSE,"Slight decomposition (code 2b)","necropsied","2012","Modern",2012-04-16,"04","16"
"M111/12","Cetacean","Harbour porpoise","Single",111,"Phocoena phocoena","Harbour porpoise","2012-04-17","Exact",56.52885437,-2.635591269,"U",NA,TRUE,"freshly dead- died on beach (code 2a)","not necropsied","2012","Modern",2012-04-17,"04","17"
"M113/12","Cetacean","Harbour porpoise","Single",113,"Phocoena phocoena","Harbour porpoise","2012-04-25","Unknown",56.01589966,-3.613708496,"U",60,FALSE,"moderate decomposition (code 3)","not necropsied","2012","Modern",2012-04-25,"04","25"
