mreference,class_field,subclass,event,eventnumberinyear,speciesscientific,speciescommon,datefound,datecertainty,latitudewgs84,longitudewgs84,sex,length,lengthuncertain,conditionfound,examinationlevel,Year,Source
M564/98,Cetacean,Harbour porpoise,Single,56,Phocoena phocoena,Harbour porpoise,1998-03-13,Exact,56.00369263,-2.543567419,M,159,FALSE,freshly dead- died on beach (code 2a),necropsied,1998,Modern
M588/98,Cetacean,Harbour porpoise,Single,58,Phocoena phocoena,Harbour porpoise,1998-03-17,Exact,58.61545944,-3.347876787,F,110,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M585/98,Cetacean,Harbour porpoise,Single,58,Phocoena phocoena,Harbour porpoise,1998-03-17,Exact,54.97856522,-3.56401372,M,116,FALSE,moderate decomposition (code 3),necropsied,1998,Modern
M726/98,Cetacean,Harbour porpoise,Single,72,Phocoena phocoena,Harbour porpoise,1998-03-22,Exact,54.76553345,-4.998485088,U,120,TRUE,advanced decomposition (code 4),not necropsied,1998,Modern
M641/98,Cetacean,Harbour porpoise,Single,64,Phocoena phocoena,Harbour porpoise,1998-03-23,Exact,60.93253708,-1.66786015,M,133,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M679/98,Cetacean,Harbour porpoise,Single,67,Phocoena phocoena,Harbour porpoise,1998-03-26,Exact,58.92372894,-1.134706736,M,147,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M714/98,Cetacean,Harbour porpoise,Single,71,Phocoena phocoena,Harbour porpoise,1998-03-29,Exact,55.99459076,-3.369100094,U,100,TRUE,advanced decomposition (code 4),not necropsied,1998,Modern
M852/98,Cetacean,Harbour porpoise,Single,85,Phocoena phocoena,Harbour porpoise,1998-04-06,Exact,56.06441498,-2.780520678,U,130,TRUE,freshly dead- died on beach (code 2a),not necropsied,1998,Modern
M853/98,Cetacean,Harbour porpoise,Single,85,Phocoena phocoena,Harbour porpoise,1998-04-06,Exact,56.06441498,-2.780520678,U,NA,TRUE,advanced decomposition (code 4),not necropsied,1998,Modern
M851/98,Cetacean,Harbour porpoise,Single,85,Phocoena phocoena,Harbour porpoise,1998-04-06,Exact,57.70481873,-3.48840332,U,NA,TRUE,advanced decomposition (code 4),not necropsied,1998,Modern
M854/98,Cetacean,Harbour porpoise,Single,85,Phocoena phocoena,Harbour porpoise,1998-04-14,Exact,58.85548401,-2.915168285,F,152,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M911/98,Cetacean,Harbour porpoise,Single,91,Phocoena phocoena,Harbour porpoise,1998-04-17,Exact,55.9719162,-5.448709488,U,NA,TRUE,advanced decomposition (code 4),not necropsied,1998,Modern
M912/98,Cetacean,Harbour porpoise,Single,91,Phocoena phocoena,Harbour porpoise,1998-04-20,Exact,59.30301285,-2.546092987,U,150,TRUE,Slight decomposition (code 2b),not necropsied,1998,Modern
M913/98,Cetacean,Harbour porpoise,Single,91,Phocoena phocoena,Harbour porpoise,1998-04-21,Exact,55.60642242,-5.13064909,M,117,TRUE,advanced decomposition (code 4),sampled,1998,Modern
M910/98,Cetacean,Harbour porpoise,Single,91,Phocoena phocoena,Harbour porpoise,1998-04-22,Exact,56.01952744,-3.389238358,F,121,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M1022/98,Cetacean,Harbour porpoise,Single,102,Phocoena phocoena,Harbour porpoise,1998-04-26,Exact,58.87979126,-2.907132149,U,159,TRUE,advanced decomposition (code 4),not necropsied,1998,Modern
M1044/98,Cetacean,Harbour porpoise,Single,104,Phocoena phocoena,Harbour porpoise,1998-05-02,Exact,57.58636093,-7.506178856,U,NA,TRUE,indeterminate (code 5),sampled,1998,Modern
M2835/98,Cetacean,Harbour porpoise,Single,283,Phocoena phocoena,Harbour porpoise,1998-05-08,Exact,58.83761215,-2.902558327,U,NA,TRUE,alive- refloated (code 1),not necropsied,1998,Modern
M1112/98,Cetacean,Harbour porpoise,Single,111,Phocoena phocoena,Harbour porpoise,1998-05-18,Exact,57.54958344,-4.107101917,U,100,TRUE,moderate decomposition (code 3),not necropsied,1998,Modern
M1168/98,Cetacean,Harbour porpoise,Single,116,Phocoena phocoena,Harbour porpoise,1998-05-26,Exact,57.68082428,-2.325282812,F,164,FALSE,moderate decomposition (code 3),necropsied,1998,Modern
M1201/98,Cetacean,Harbour porpoise,Single,120,Phocoena phocoena,Harbour porpoise,1998-05-27,Exact,57.67088699,-2.34530139,M,83,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M1202/98,Cetacean,Harbour porpoise,Single,120,Phocoena phocoena,Harbour porpoise,1998-05-28,Exact,57.6710701,-2.548151731,U,140,TRUE,freshly dead- died on beach (code 2a),not necropsied,1998,Modern
M1378/98,Cetacean,Harbour porpoise,Single,137,Phocoena phocoena,Harbour porpoise,1998-05-31,Exact,58.11703491,-7.127177238,U,150,TRUE,advanced decomposition (code 4),sampled,1998,Modern
M1226/98,Cetacean,Harbour porpoise,Single,122,Phocoena phocoena,Harbour porpoise,1998-06-01,Exact,57.67942047,-1.934566617,F,162,FALSE,moderate decomposition (code 3),necropsied,1998,Modern
M1379/98,Cetacean,Harbour porpoise,Single,137,Phocoena phocoena,Harbour porpoise,1998-06-08,Exact,58.1023674,-7.11146307,U,NA,TRUE,freshly dead- died on beach (code 2a),not necropsied,1998,Modern
M1278/98,Cetacean,Harbour porpoise,Single,127,Phocoena phocoena,Harbour porpoise,1998-06-10,Exact,57.70231628,-2.895960808,F,140,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M1341/98,Cetacean,Harbour porpoise,Single,134,Phocoena phocoena,Harbour porpoise,1998-06-14,Exact,55.66159439,-5.152553558,M,110,TRUE,moderate decomposition (code 3),sampled,1998,Modern
M2836/98,Cetacean,Harbour porpoise,Single,283,Phocoena phocoena,Harbour porpoise,1998-06-21,Exact,59.03885269,-2.57500267,U,100,TRUE,moderate decomposition (code 3),not necropsied,1998,Modern
M1342/98,Cetacean,Harbour porpoise,Single,134,Phocoena phocoena,Harbour porpoise,1998-06-22,Exact,55.68562317,-4.869653702,F,75,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M1429/98,Cetacean,Harbour porpoise,Single,142,Phocoena phocoena,Harbour porpoise,1998-06-23,Exact,56.48046875,-6.294270515,U,NA,TRUE,indeterminate (code 5),not necropsied,1998,Modern
M1369/98,Cetacean,Harbour porpoise,Single,136,Phocoena phocoena,Harbour porpoise,1998-06-24,Exact,56.20965195,-2.954351664,F,163,FALSE,moderate decomposition (code 3),necropsied,1998,Modern
M1430/98,Cetacean,Harbour porpoise,Single,143,Phocoena phocoena,Harbour porpoise,1998-07-01,Exact,58.60107803,-3.510813236,M,140,FALSE,freshly dead- died on beach (code 2a),necropsied,1998,Modern
M1438/98,Cetacean,Harbour porpoise,Single,143,Phocoena phocoena,Harbour porpoise,1998-07-02,Exact,57.70231628,-2.895960808,F,102,FALSE,freshly dead- died on beach (code 2a),necropsied,1998,Modern
M1537/98,Cetacean,Harbour porpoise,Single,153,Phocoena phocoena,Harbour porpoise,1998-07-17,Exact,57.58140945,-4.083840847,U,100,TRUE,unknown,not necropsied,1998,Modern
M1572/98,Cetacean,Harbour porpoise,Single,157,Phocoena phocoena,Harbour porpoise,1998-07-22,Exact,57.50292969,-4.308057785,U,90,FALSE,indeterminate (code 5),necropsied,1998,Modern
M1694/98,Cetacean,Harbour porpoise,Single,169,Phocoena phocoena,Harbour porpoise,1998-08-01,Exact,57.8339653,-3.847427607,M,143,FALSE,advanced decomposition (code 4),necropsied,1998,Modern
M1747/98,Cetacean,Harbour porpoise,Single,174,Phocoena phocoena,Harbour porpoise,1998-08-07,Exact,58.87889862,-2.905379295,M,90,FALSE,Slight decomposition (code 2b),necropsied,1998,Modern
M1751/98,Cetacean,Harbour porpoise,Single,175,Phocoena phocoena,Harbour porpoise,1998-08-13,Exact,57.68080902,-2.580166101,M,86,FALSE,freshly dead- died on beach (code 2a),necropsied,1998,Modern
M2007/98,Cetacean,Harbour porpoise,Single,200,Phocoena phocoena,Harbour porpoise,1998-09-14,Exact,57.68680954,-3.492698193,M,122,FALSE,moderate decomposition (code 3),necropsied,1998,Modern
M2140/98,Cetacean,Harbour porpoise,Single,214,Phocoena phocoena,Harbour porpoise,1998-09-24,Exact,56.42635345,-2.804132462,U,100,TRUE,unknown,not necropsied,1998,Modern
M2399/98,Cetacean,Harbour porpoise,Single,239,Phocoena phocoena,Harbour porpoise,1998-10-18,Exact,56.60152054,-6.226489067,U,100,TRUE,unknown,not necropsied,1998,Modern
M2402/98,Cetacean,Harbour porpoise,Single,240,Phocoena phocoena,Harbour porpoise,1998-10-23,Exact,55.77891541,-5.099808216,U,NA,TRUE,unknown,not necropsied,1998,Modern
M2462/98,Cetacean,Harbour porpoise,Single,246,Phocoena phocoena,Harbour porpoise,1998-11-06,Exact,57.23925018,-5.889664173,U,150,TRUE,advanced decomposition (code 4),not necropsied,1998,Modern
M2660/98,Cetacean,Harbour porpoise,Single,266,Phocoena phocoena,Harbour porpoise,1998-11-26,Exact,54.95344543,-5.070278645,M,125,FALSE,moderate decomposition (code 3),necropsied,1998,Modern
M2691/98,Cetacean,Harbour porpoise,Single,269,Phocoena phocoena,Harbour porpoise,1998-12-04,Exact,60.05862427,-1.346207142,M,130,TRUE,advanced decomposition (code 4),not necropsied,1998,Modern
M2778/98,Cetacean,Harbour porpoise,Single,277,Phocoena phocoena,Harbour porpoise,1998-12-15,Exact,56.46459961,-2.861732483,U,100,TRUE,freshly dead- died on beach (code 2a),not necropsied,1998,Modern
M2781/98,Cetacean,Harbour porpoise,Single,278,Phocoena phocoena,Harbour porpoise,1998-12-21,Exact,56.06385803,-3.188457251,F,128,TRUE,unknown,not necropsied,1998,Modern
M2780/98,Cetacean,Harbour porpoise,Single,278,Phocoena phocoena,Harbour porpoise,1998-12-21,Exact,56.06385803,-3.188457251,M,131,TRUE,unknown,not necropsied,1998,Modern
M2779/98,Cetacean,Harbour porpoise,Single,277,Phocoena phocoena,Harbour porpoise,1998-12-21,Exact,56.06385803,-3.188457251,M,123,TRUE,unknown,not necropsied,1998,Modern
M2808/98,Cetacean,Harbour porpoise,Single,280,Phocoena phocoena,Harbour porpoise,1998-12-28,Exact,57.83601761,-3.829006672,M,100,FALSE,freshly dead- died on beach (code 2a),necropsied,1998,Modern
M103/99,Cetacean,Harbour porpoise,Single,10,Phocoena phocoena,Harbour porpoise,1999-01-14,Exact,55.21425629,-4.882773876,M,145,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M379/99,Cetacean,Harbour porpoise,Single,37,Phocoena phocoena,Harbour porpoise,1999-01-15,Exact,55.44434357,-5.717286587,U,175,TRUE,unknown,not necropsied,1999,Modern
M130/99,Cetacean,Harbour porpoise,Single,13,Phocoena phocoena,Harbour porpoise,1999-01-18,Exact,55.53490067,-4.657344818,F,160,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M164/99,Cetacean,Harbour porpoise,Single,16,Phocoena phocoena,Harbour porpoise,1999-01-24,Exact,56.02613831,-3.360591412,M,145,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M246/99,Cetacean,Harbour porpoise,Single,24,Phocoena phocoena,Harbour porpoise,1999-02-03,Exact,56.0293808,-3.469828367,F,131,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M270/99,Cetacean,Harbour porpoise,Single,27,Phocoena phocoena,Harbour porpoise,1999-02-04,Exact,55.35861588,-4.782804012,U,112,TRUE,advanced decomposition (code 4),not necropsied,1999,Modern
M338/99,Cetacean,Harbour porpoise,Single,33,Phocoena phocoena,Harbour porpoise,1999-02-12,Exact,56.35194397,-2.778286934,M,133,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M335/99,Cetacean,Harbour porpoise,Single,33,Phocoena phocoena,Harbour porpoise,1999-02-15,Exact,56.01593399,-3.389105797,U,100,TRUE,advanced decomposition (code 4),not necropsied,1999,Modern
M380/99,Cetacean,Harbour porpoise,Single,38,Phocoena phocoena,Harbour porpoise,1999-02-17,Exact,55.16135025,-5.235424042,F,140,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M444/99,Cetacean,Harbour porpoise,Single,44,Phocoena phocoena,Harbour porpoise,1999-02-24,Exact,56.1994133,-2.881562471,U,100,TRUE,advanced decomposition (code 4),not necropsied,1999,Modern
M493/99,Cetacean,Harbour porpoise,Single,49,Phocoena phocoena,Harbour porpoise,1999-03-12,Exact,57.17189026,-2.077693939,M,143,FALSE,moderate-advanced decomposition (code 3-4),necropsied,1999,Modern
M492/99,Cetacean,Harbour porpoise,Single,49,Phocoena phocoena,Harbour porpoise,1999-03-14,Exact,60.15001678,-1.153485656,M,150,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M495/99,Cetacean,Harbour porpoise,Single,49,Phocoena phocoena,Harbour porpoise,1999-03-14,Exact,57.11608505,-7.393011093,U,140,TRUE,indeterminate (code 5),sampled,1999,Modern
M499/99,Cetacean,Harbour porpoise,Single,49,Phocoena phocoena,Harbour porpoise,1999-03-19,Exact,57.33809662,-1.998304009,F,127,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M500/99,Cetacean,Harbour porpoise,Single,50,Phocoena phocoena,Harbour porpoise,1999-03-22,Exact,60.09778976,-1.280692101,M,129,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M503/99,Cetacean,Harbour porpoise,Single,50,Phocoena phocoena,Harbour porpoise,1999-03-26,Exact,60.21667862,-1.350284219,F,148,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M522/99,Cetacean,Harbour porpoise,Single,52,Phocoena phocoena,Harbour porpoise,1999-04-03,Exact,57.44216919,-5.811157703,U,NA,TRUE,unknown,not necropsied,1999,Modern
M506/99,Cetacean,Harbour porpoise,Single,50,Phocoena phocoena,Harbour porpoise,1999-04-07,Exact,57.56958389,-4.038012028,F,149,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M508/99B,Cetacean,Harbour porpoise,Multiple,50,Phocoena phocoena,Harbour porpoise,1999-04-08,Exact,55.15953064,-5.269824505,M,119,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M508/99A,Cetacean,Harbour porpoise,Multiple,50,Phocoena phocoena,Harbour porpoise,1999-04-08,Exact,55.15953064,-5.269824505,M,125,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M510/99,Cetacean,Harbour porpoise,Single,51,Phocoena phocoena,Harbour porpoise,1999-04-09,Exact,57.51745987,-4.146987915,F,107,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M511/99,Cetacean,Harbour porpoise,Single,51,Phocoena phocoena,Harbour porpoise,1999-04-12,Exact,56.03447723,-3.494109154,F,107,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M535/99,Cetacean,Harbour porpoise,Single,53,Phocoena phocoena,Harbour porpoise,1999-04-13,Exact,55.9828186,-4.806660652,U,110,TRUE,freshly dead- died on beach (code 2a),not necropsied,1999,Modern
M513/99,Cetacean,Harbour porpoise,Single,51,Phocoena phocoena,Harbour porpoise,1999-04-16,Exact,57.68318176,-3.495908976,M,166,TRUE,moderate decomposition (code 3),not necropsied,1999,Modern
M516/99,Cetacean,Harbour porpoise,Single,51,Phocoena phocoena,Harbour porpoise,1999-04-20,Exact,56.40803909,-5.54161644,F,114,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M519/99,Cetacean,Harbour porpoise,Single,51,Phocoena phocoena,Harbour porpoise,1999-04-25,Exact,57.18626404,-2.072761059,U,100,TRUE,unknown,not necropsied,1999,Modern
M521/99,Cetacean,Harbour porpoise,Single,52,Phocoena phocoena,Harbour porpoise,1999-05-01,Exact,56.02729797,-4.866071224,F,147,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M520/99,Cetacean,Harbour porpoise,Single,52,Phocoena phocoena,Harbour porpoise,1999-05-01,Exact,56.41098404,-5.501344681,F,146,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M532/99,Cetacean,Harbour porpoise,Single,53,Phocoena phocoena,Harbour porpoise,1999-05-07,Exact,57.76416397,-3.889260292,M,143,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M530/99,Cetacean,Harbour porpoise,Single,53,Phocoena phocoena,Harbour porpoise,1999-05-16,Exact,57.57123947,-4.046474457,U,150,TRUE,alive- refloated (code 1),not necropsied,1999,Modern
M536/99,Cetacean,Harbour porpoise,Single,53,Phocoena phocoena,Harbour porpoise,1999-05-21,Exact,57.17457199,-2.089274168,M,145,FALSE,moderate-advanced decomposition (code 3-4),necropsied,1999,Modern
M543/99,Cetacean,Harbour porpoise,Single,54,Phocoena phocoena,Harbour porpoise,1999-06-12,Exact,57.66640854,-3.01240921,F,81,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M547/99,Cetacean,Harbour porpoise,Single,54,Phocoena phocoena,Harbour porpoise,1999-06-22,Exact,55.86561584,-5.189855576,M,126,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M546/99,Cetacean,Harbour porpoise,Single,54,Phocoena phocoena,Harbour porpoise,1999-06-22,Exact,55.42896271,-5.720592976,M,68,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M548/99,Cetacean,Harbour porpoise,Single,54,Phocoena phocoena,Harbour porpoise,1999-06-23,Exact,58.59732056,-3.524415016,F,76,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M563/99,Cetacean,Harbour porpoise,Single,56,Phocoena phocoena,Harbour porpoise,1999-07-29,Exact,56.70302963,-2.458874226,M,133,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M565/99,Cetacean,Harbour porpoise,Single,56,Phocoena phocoena,Harbour porpoise,1999-08-01,Exact,56.51729965,-5.363163948,F,155,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M571/99,Cetacean,Harbour porpoise,Single,57,Phocoena phocoena,Harbour porpoise,1999-08-02,Exact,57.29150772,-7.415401459,U,NA,TRUE,indeterminate (code 5),not necropsied,1999,Modern
M575/99,Cetacean,Harbour porpoise,Single,57,Phocoena phocoena,Harbour porpoise,1999-08-10,Exact,57.14314651,-2.071026802,F,159,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M576/99,Cetacean,Harbour porpoise,Single,57,Phocoena phocoena,Harbour porpoise,1999-08-12,Exact,54.84145355,-3.854608774,F,152,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M580/99,Cetacean,Harbour porpoise,Single,58,Phocoena phocoena,Harbour porpoise,1999-08-14,Exact,57.71967697,-3.28083539,M,92,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M585/99,Cetacean,Harbour porpoise,Single,58,Phocoena phocoena,Harbour porpoise,1999-08-19,Exact,57.66455841,-3.019075632,F,96,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M589/99,Cetacean,Harbour porpoise,Single,58,Phocoena phocoena,Harbour porpoise,1999-08-23,Exact,56.28699493,-6.245031834,M,103,TRUE,advanced decomposition (code 4),sampled,1999,Modern
M599/99,Cetacean,Harbour porpoise,Single,59,Phocoena phocoena,Harbour porpoise,1999-08-27,Exact,59.1529808,-2.739513874,U,150,TRUE,unknown,not necropsied,1999,Modern
M604/99,Cetacean,Harbour porpoise,Single,60,Phocoena phocoena,Harbour porpoise,1999-09-24,Exact,57.26411438,-5.928789139,M,140,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M610/99,Cetacean,Harbour porpoise,Single,61,Phocoena phocoena,Harbour porpoise,1999-10-02,Exact,55.5537529,-4.65861702,M,149,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M615/99,Cetacean,Harbour porpoise,Single,61,Phocoena phocoena,Harbour porpoise,1999-10-08,Exact,57.70519638,-3.4565413,M,135,FALSE,advanced decomposition (code 4),necropsied,1999,Modern
M622/99b,Cetacean,Harbour porpoise,Multiple,62,Phocoena phocoena,Harbour porpoise,1999-10-25,Exact,56.53538895,-5.584425449,U,120,TRUE,advanced decomposition (code 4),not necropsied,1999,Modern
M622/99a,Cetacean,Harbour porpoise,Multiple,62,Phocoena phocoena,Harbour porpoise,1999-10-25,Exact,56.53538895,-5.584425449,U,120,TRUE,advanced decomposition (code 4),not necropsied,1999,Modern
M672/99,Cetacean,Harbour porpoise,Single,67,Phocoena phocoena,Harbour porpoise,1999-10-27,Exact,58.92390823,-2.748498201,U,107,TRUE,unknown,not necropsied,1999,Modern
M624/99,Cetacean,Harbour porpoise,Single,62,Phocoena phocoena,Harbour porpoise,1999-10-29,Exact,57.53441238,-6.60331583,F,155,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M633/99,Cetacean,Harbour porpoise,Single,63,Phocoena phocoena,Harbour porpoise,1999-11-04,Exact,57.08533096,-7.312500477,M,116,FALSE,Slight decomposition (code 2b),necropsied,1999,Modern
M638/99,Cetacean,Harbour porpoise,Single,63,Phocoena phocoena,Harbour porpoise,1999-11-12,Exact,58.59915924,-3.361025572,F,147,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M644/99,Cetacean,Harbour porpoise,Single,64,Phocoena phocoena,Harbour porpoise,1999-11-18,Exact,57.66368866,-3.619158745,F,125,FALSE,moderate decomposition (code 3),necropsied,1999,Modern
M646/99,Cetacean,Harbour porpoise,Single,64,Phocoena phocoena,Harbour porpoise,1999-11-21,Exact,57.68047714,-4.014050007,F,133,FALSE,advanced decomposition (code 4),necropsied,1999,Modern
M659/99,Cetacean,Harbour porpoise,Single,65,Phocoena phocoena,Harbour porpoise,1999-12-18,Exact,55.84103012,-5.131914139,F,118,FALSE,freshly dead- died on beach (code 2a),necropsied,1999,Modern
M662/99,Cetacean,Harbour porpoise,Single,66,Phocoena phocoena,Harbour porpoise,1999-12-22,Exact,58.3129158,-6.738430977,U,NA,TRUE,freshly dead- died on beach (code 2a),not necropsied,1999,Modern
M663/99,Cetacean,Harbour porpoise,Single,66,Phocoena phocoena,Harbour porpoise,1999-12-24,Exact,57.28734589,-5.727044106,U,120,TRUE,freshly dead- died on beach (code 2a),sampled,1999,Modern
M17/00,Cetacean,Harbour porpoise,Single,17,Phocoena phocoena,Harbour porpoise,2000-02-06,Exact,57.57024765,-7.483645439,U,150,TRUE,unknown,not necropsied,2000,Modern
M12/00,Cetacean,Harbour porpoise,Single,12,Phocoena phocoena,Harbour porpoise,2000-02-06,Exact,57.20567322,-6.01370573,M,142,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M34/00,Cetacean,Harbour porpoise,Single,34,Phocoena phocoena,Harbour porpoise,2000-02-07,Exact,59.38879013,-2.420709848,U,100,TRUE,unknown,not necropsied,2000,Modern
M14/00,Cetacean,Harbour porpoise,Single,14,Phocoena phocoena,Harbour porpoise,2000-02-08,Exact,54.86994934,-3.622143745,F,131,FALSE,Slight decomposition (code 2b),necropsied,2000,Modern
M29/00,Cetacean,Harbour porpoise,Single,29,Phocoena phocoena,Harbour porpoise,2000-03-03,Exact,55.46699905,-5.71150589,U,120,TRUE,alive- refloated (code 1),not necropsied,2000,Modern
M50/00,Cetacean,Harbour porpoise,Single,50,Phocoena phocoena,Harbour porpoise,2000-03-15,Exact,57.69776917,-2.904243231,M,104,FALSE,moderate decomposition (code 3),necropsied,2000,Modern
M60/00,Cetacean,Harbour porpoise,Single,60,Phocoena phocoena,Harbour porpoise,2000-04-03,Exact,57.83601761,-3.829006672,M,125,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M59/00,Cetacean,Harbour porpoise,Single,59,Phocoena phocoena,Harbour porpoise,2000-04-03,Exact,57.14314651,-2.072665453,F,122,FALSE,Slight decomposition (code 2b),necropsied,2000,Modern
M61/00,Cetacean,Harbour porpoise,Single,61,Phocoena phocoena,Harbour porpoise,2000-04-05,Exact,56.06852341,-3.170922756,U,100,TRUE,unknown,not necropsied,2000,Modern
M62/00,Cetacean,Harbour porpoise,Single,62,Phocoena phocoena,Harbour porpoise,2000-04-15,Exact,57.15391922,-2.077645063,U,100,TRUE,freshly dead- died on beach (code 2a),not necropsied,2000,Modern
M63/00,Cetacean,Harbour porpoise,Single,63,Phocoena phocoena,Harbour porpoise,2000-04-15,Exact,57.67471695,-3.093126774,M,116,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M73/00,Cetacean,Harbour porpoise,Single,73,Phocoena phocoena,Harbour porpoise,2000-04-23,Exact,56.77330399,-2.399201393,F,106,FALSE,Slight decomposition (code 2b),necropsied,2000,Modern
M77/00,Cetacean,Harbour porpoise,Single,77,Phocoena phocoena,Harbour porpoise,2000-04-27,Exact,57.66447067,-3.029117584,F,111,FALSE,Slight decomposition (code 2b),necropsied,2000,Modern
M83/00,Cetacean,Harbour porpoise,Single,83,Phocoena phocoena,Harbour porpoise,2000-04-29,Exact,57.67190552,-2.999158859,F,100,FALSE,moderate decomposition (code 3),necropsied,2000,Modern
M81/00,Cetacean,Harbour porpoise,Single,81,Phocoena phocoena,Harbour porpoise,2000-05-04,Exact,57.17457962,-2.084303856,U,110,TRUE,advanced decomposition (code 4),not necropsied,2000,Modern
M84/00,Cetacean,Harbour porpoise,Single,84,Phocoena phocoena,Harbour porpoise,2000-05-08,Exact,57.58650208,-3.933571577,M,113,FALSE,advanced decomposition (code 4),necropsied,2000,Modern
M92/00,Cetacean,Harbour porpoise,Single,92,Phocoena phocoena,Harbour porpoise,2000-05-13,Exact,57.43279266,-7.394597054,U,NA,TRUE,indeterminate (code 5),not necropsied,2000,Modern
M87/00,Cetacean,Harbour porpoise,Single,87,Phocoena phocoena,Harbour porpoise,2000-05-14,Exact,56.44765854,-2.84351182,U,150,TRUE,unknown,not necropsied,2000,Modern
M94/00,Cetacean,Harbour porpoise,Single,94,Phocoena phocoena,Harbour porpoise,2000-05-31,Exact,55.99448395,-2.891328335,M,152,FALSE,Slight decomposition (code 2b),necropsied,2000,Modern
M97/00,Cetacean,Harbour porpoise,Single,97,Phocoena phocoena,Harbour porpoise,2000-06-04,Exact,56.95885086,-2.202210903,F,115,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M96/00,Cetacean,Harbour porpoise,Single,96,Phocoena phocoena,Harbour porpoise,2000-06-04,Exact,57.67470551,-3.094806194,M,78,FALSE,Slight decomposition (code 2b),necropsied,2000,Modern
M111/00,Cetacean,Harbour porpoise,Single,111,Phocoena phocoena,Harbour porpoise,2000-06-26,Exact,57.16919327,-2.077678204,M,118,FALSE,moderate decomposition (code 3),necropsied,2000,Modern
M113/00,Cetacean,Harbour porpoise,Single,113,Phocoena phocoena,Harbour porpoise,2000-06-27,Exact,56.53651047,-5.416931629,M,74,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M142/00,Cetacean,Harbour porpoise,Single,142,Phocoena phocoena,Harbour porpoise,2000-06-28,Exact,58.96224594,-3.340515614,U,158,TRUE,advanced decomposition (code 4),not necropsied,2000,Modern
M114/00,Cetacean,Harbour porpoise,Single,114,Phocoena phocoena,Harbour porpoise,2000-06-28,Exact,57.75296402,-3.917233229,M,82,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M115/00,Cetacean,Harbour porpoise,Single,115,Phocoena phocoena,Harbour porpoise,2000-06-29,Exact,57.58722305,-4.112609386,F,74,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M116/00,Cetacean,Harbour porpoise,Single,116,Phocoena phocoena,Harbour porpoise,2000-06-30,Exact,57.67178726,-2.343639135,F,77,FALSE,freshly dead- died on beach (code 2a),necropsied,2000,Modern
M119/00,Cetacean,Harbour porpoise,Single,119,Phocoena phocoena,Harbour porpoise,2000-07-04,Exact,55.6481781,-4.817630291,U,NA,TRUE,unknown,not necropsied,2000,Modern
